job_id,standard_title,function,skills_evidence,skills_max_required_level,skills_n_core,skills_n_leadership,management_level,key_responsibilities,description,RATE_skills_degree_1to6,RATE_effort_degree_1to6,RATE_responsibility_degree_1to6,RATE_working_conditions_degree_1to6,rating_notes
J-IT-01,IT Support Specialist,IT,"Written and verbal communication (req 3, Core); Stakeholder management (req 2, Adjacent); Customer success management (req 2, Core); Problem structuring and solving (req 2, Core); Data-driven decision making (req 1, Adjacent)",3,3,0,Individual Contributor,Resolve 1st/2nd line IT tickets | Manage accounts and access | Set up hardware and software | Maintain the asset register | Escalate complex incidents,"First-line IT support for staff — hardware, software, accounts and access — resolving or escalating incidents.",,,,,
J-IT-02,System Administrator,IT,"Infrastructure as code (req 4, Core); Container orchestration (req 4, Core); CI/CD pipeline engineering (req 4, Core); Risk and compliance management (req 3, Adjacent); Git and version control (req 3, Adjacent); Security engineering (req 3, Adjacent); Cloud infrastructure (req 3, Core)",4,4,0,Individual Contributor,Administer servers and cloud infrastructure | Manage backups and patching | Automate routine tasks | Monitor systems and uptime | Support security controls,"Keeps servers, systems and cloud infrastructure running securely and reliably; automates administration.",,,,,
J-IT-03,Network Engineer,IT,"Infrastructure as code (req 4, Core); Container orchestration (req 4, Core); CI/CD pipeline engineering (req 4, Core); Risk and compliance management (req 3, Adjacent); Git and version control (req 3, Adjacent); Security engineering (req 3, Adjacent); Cloud infrastructure (req 3, Core)",4,4,0,Individual Contributor,Design and maintain network infrastructure | Manage firewalls and VPNs | Monitor performance | Troubleshoot connectivity | Document topology,"Designs, builds and maintains the corporate network and connectivity; ensures performance and security.",,,,,
J-IT-04,Security Engineer,IT,"Infrastructure as code (req 4, Core); Container orchestration (req 4, Core); CI/CD pipeline engineering (req 4, Core); Risk and compliance management (req 3, Adjacent); Git and version control (req 3, Adjacent); Security engineering (req 3, Adjacent); Cloud infrastructure (req 3, Core)",4,4,0,Individual Contributor,Run security monitoring and response | Manage vulnerabilities | Implement security controls | Support compliance | Raise security awareness,"Protects the organisation's systems and data; runs security controls, monitoring and incident response.",,,,,
J-IT-05,IT Manager,IT,"Team leadership and development (req 4, Core); Strategic planning (req 4, Core); Stakeholder management (req 4, Core); Cloud infrastructure (req 4, Core); Performance management (req 4, Leadership); Coaching and mentoring (req 4, Leadership); Project management (req 3, Adjacent); Infrastructure as code (req 3, Adjacent); Budget and resource management (req 3, Leadership)",4,4,3,People Manager,Lead the IT team and roadmap | Own IT budget and vendors | Ensure security and uptime | Set IT policy | Partner with the business,"Leads the IT function — support, systems, infrastructure and security — and the IT team, budget and vendors.",,,,,
J-LEG-01,Legal Counsel,Legal,"Contract and legal advisory (req 4, Core); Stakeholder management (req 3, Adjacent); Risk and compliance management (req 3, Adjacent); Regulatory compliance (req 3, Adjacent); Commercial negotiation (req 3, Core); Dutch labour law (req 3, Core); GDPR and data privacy (req 3, Core)",4,4,0,Individual Contributor,Draft | review | and negotiate commercial contracts (SaaS agreements | MSAs | NDAs | partnership and reseller agreements) | Advise on Dutch and EU regulatory requirements — AVG/GDPR | competition law | consumer protection | Manage external law firm relationships and matter coordination | Advise HR and finance on employment law and corporate matters | Support M&A | investment | and corporate transaction due diligence | Maintain the contract management system and legal tracker,Drafts and reviews commercial contracts; advises on Dutch and EU regulatory requirements; and manages legal risk across the business.,,,,,
J-LEG-02,Compliance Officer,Legal,"Risk and compliance management (req 3, Core); Written and verbal communication (req 3, Core); GDPR and data privacy (req 3, Core); Regulatory compliance (req 3, Core); Dutch labour law (req 2, Adjacent); Requirements analysis (req 2, Adjacent)",3,4,0,Individual Contributor,Monitor regulatory changes relevant to the business (AVG | sector-specific: AFM | DNB | NZa | IGJ as applicable) | Maintain and update compliance policies | procedures | and the compliance management system | Design and deliver compliance training programmes for employees | Conduct internal compliance audits | risk assessments | and gap analyses | Manage incident reporting | escalation | and remediation | Liaise with regulators | external auditors | and certification bodies,Monitors regulatory requirements; maintains compliance frameworks; and runs training and audit programmes to keep the organisation consistently compliant.,,,,,
J-LEG-03,General Counsel,Legal,"Board and executive advisory (req 5, Core); Contract and legal advisory (req 5, Core); Budget and resource management (req 4, Adjacent); Risk and compliance management (req 4, Adjacent); Strategic planning (req 4, Core); GDPR and data privacy (req 4, Core); Team leadership and development (req 4, Leadership); Coaching and mentoring (req 4, Leadership)",5,4,2,Executive — leads full legal function,Own the legal strategy | risk framework | and legal budget | Advise the executive team and board on all material legal risks | Lead M&A | corporate transactions | and investment processes — from term sheet to close | Own the GDPR/AVG and data governance programme at group level | Manage strategic external law firm relationships and total legal spend | Build | develop | and lead the legal team,Leads the legal function; advises the board on legal risk; and owns the legal strategy that enables the company to grow with confidence.,,,,,
J-MKT-01,Marketing Coordinator,Marketing,"Excel and spreadsheet modelling (req 2, Adjacent); Project management (req 2, Adjacent); Social media management (req 2, Core); Marketing campaign management (req 2, Core); Written and verbal communication (req 2, Core)",2,3,0,Individual Contributor,Coordinate campaign production timelines | asset briefings | and approvals | Manage the content calendar and editorial schedule | Liaise with agencies | freelancers | and internal teams on deliverables | Support event planning | logistics | and on-site coordination | Maintain marketing asset libraries and digital asset management (DAM) | Compile campaign results and prepare performance reports,Coordinates campaigns; events; and content production. Keeps the marketing engine running on schedule and ensures briefs; assets; and approvals land on time.,,,,,
J-MKT-02,Digital Marketing Specialist,Marketing,"Social media management (req 3, Adjacent); Marketing campaign management (req 3, Adjacent); Data-driven decision making (req 3, Adjacent); SEO and search marketing (req 3, Core); Digital advertising (req 3, Core); Email marketing and automation (req 3, Core); Web and campaign analytics (req 3, Core)",3,4,0,Individual Contributor,Plan | launch | and optimise SEO | SEA (Google Ads | Bing) | and paid social (LinkedIn | Meta | Instagram) campaigns | Manage email marketing programmes — build | send | and optimise | Optimise landing pages and conversion funnels using CRO techniques | Analyse and report on digital channel performance against targets | Design and run A/B and multivariate tests | Manage digital marketing budget allocation and ROAS targets per channel,Plans and executes digital campaigns across paid; owned; and earned channels. Owns performance; efficiency; and reporting for the digital marketing mix.,,,,,
J-MKT-03,Marketing Manager,Marketing,"Go-to-market planning (req 4, Core); Team leadership and development (req 4, Core); Brand management (req 4, Core); Marketing campaign management (req 4, Core); Stakeholder management (req 4, Leadership); Budget and resource management (req 3, Adjacent); Data-driven decision making (req 3, Adjacent); Performance management (req 3, Leadership)",4,4,2,Team lead — manages marketing team of 2–8,Define and own the annual marketing strategy | plan | and budget | Lead | develop | and manage the marketing team | Own brand positioning | messaging | and creative direction | Drive demand generation | lead quality targets | and pipeline contribution | Manage agency | freelancer | and media relationships | Report marketing ROI | brand health | and pipeline contribution to management and board,Leads the marketing team and owns brand; demand generation; and go-to-market execution. Translates business targets into a marketing plan that drives awareness; pipeline; and revenue.,,,,,
J-MKT-04,Content Manager,Marketing,"Content strategy and creation (req 4, Core); Written and verbal communication (req 4, Core); Web and campaign analytics (req 3, Adjacent); Social media management (req 3, Adjacent); Marketing campaign management (req 3, Adjacent); SEO and search marketing (req 3, Core)",4,3,0,None — may manage freelancers,Define and execute the content strategy | editorial calendar | and topic clusters | Write and edit long-form content (blogs | whitepapers | case studies | guides) | Brief and manage freelance writers | agencies | and subject matter experts | Optimise all content for SEO (keyword research | on-page | internal linking) | Measure content performance (organic traffic | conversions | engagement) | Maintain brand voice | tone | and style guidelines,Owns the content strategy and editorial calendar. Creates and commissions content that builds brand authority; supports SEO; and moves prospects through the funnel.,,,,,
J-MKT-05,Head of Marketing,Marketing,"Strategic planning (req 5, Core); Brand management (req 5, Core); Board and executive advisory (req 4, Adjacent); Budget and resource management (req 4, Adjacent); Go-to-market planning (req 4, Core); Team leadership and development (req 4, Core); Performance management (req 4, Leadership); Change management (req 4, Leadership)",5,4,2,Executive — leads full marketing function,Own marketing strategy | 3-year roadmap | and annual budget planning | Build | lead | and develop the marketing function and leadership team | Own brand equity | market positioning | and share of voice | Drive demand generation | product-led growth | and pipeline contribution | Lead product marketing and go-to-market for new products and markets | Report brand performance | pipeline | and marketing ROI to the board,Sets marketing strategy; owns the brand and budget; and leads marketing as a commercial growth driver at company level. The CMO or marketing executive voice in the leadership team.,,,,,
J-OPS-01,Operations Coordinator,Operations,"Excel and spreadsheet modelling (req 2, Adjacent); Stakeholder management (req 2, Adjacent); Project management (req 2, Core); Written and verbal communication (req 2, Core); Requirements analysis (req 2, Core)",2,3,0,Individual Contributor,Coordinate operational workflows | resource scheduling | and daily priorities | Manage vendor and supplier relationships and purchase orders | Write and maintain process documentation | SOPs | and work instructions | Support budget tracking | invoice processing | and administration | Organise internal events | meetings | and logistics | Track operational KPIs and report on exceptions,Keeps daily operations running smoothly with scheduling; coordination; and process documentation. The operational backbone of the team — reliable; organised; and detail-oriented.,,,,,
J-OPS-02,Project Manager,Operations,"Project management (req 4, Core); Written and verbal communication (req 4, Core); Change management (req 3, Adjacent); Data-driven decision making (req 3, Adjacent); Stakeholder management (req 3, Core); Risk and compliance management (req 3, Core)",4,4,0,None — project leadership of cross-functional teams,Define project scope | objectives | timeline | and budget in a project charter | Build and lead cross-functional project teams | Identify | assess | and manage risks | issues | and dependencies proactively | Communicate project status | risks | and decisions to stakeholders at all levels | Ensure deliverables meet quality and acceptance criteria | Lead project retrospectives and apply lessons learned,Plans and delivers projects on time; on budget; and to quality. Manages scope; stakeholders; risks; and cross-functional teams from initiation through to closure.,,,,,
J-OPS-03,Operations Manager,Operations,"Team leadership and development (req 4, Core); Process improvement (req 4, Core); Project management (req 3, Adjacent); Data-driven decision making (req 3, Adjacent); Budget and resource management (req 3, Core); Risk and compliance management (req 3, Core); Performance management (req 3, Leadership); Stakeholder management (req 3, Leadership)",4,4,2,Team lead — manages operations team,Own operational performance | KPIs | and SLAs for a business unit or function | Lead process improvement and lean/six sigma initiatives | Manage the operational budget | headcount | and resources | Build | manage | and develop the operations team | Oversee compliance with internal and external service level agreements | Implement and maintain operational policies | procedures | and risk controls,Owns the operational model for a function or site. Drives efficiency; capacity planning; and continuous improvement to deliver consistent operational performance.,,,,,
J-OPS-04,Program Manager,Operations,"Board and executive advisory (req 4, Adjacent); Budget and resource management (req 4, Adjacent); Change management (req 4, Core); Strategic planning (req 4, Core); Project management (req 4, Core); Risk and compliance management (req 4, Core); Stakeholder management (req 4, Leadership); Team leadership and development (req 3, Leadership)",4,4,2,Senior lead — manages project managers within the programme,Define programme governance | delivery framework | and benefits realisation plan | Manage a portfolio of interdependent projects | resolving cross-project conflicts | Own the programme budget and resource allocation across workstreams | Report programme progress | risks | and benefits to the board | Lead change management and stakeholder engagement across business units | Conduct programme reviews and embed continuous improvement,Leads a portfolio of related projects; sets programme governance; and drives strategic change at scale. Manages interdependencies; budgets; and senior stakeholders across the full programme lifecycle.,,,,,
J-OPS-05,Head of Operations,Operations,"Strategic planning (req 5, Core); Budget and resource management (req 5, Core); Board and executive advisory (req 4, Adjacent); Process improvement (req 4, Adjacent); Team leadership and development (req 4, Core); Risk and compliance management (req 4, Core); Change management (req 4, Leadership); Organisational design (req 4, Leadership)",5,4,2,Executive — leads full operations function,Own operational strategy | capability roadmap | and performance targets | Lead and develop the operations function and management team | Drive company-wide efficiency | automation | and scalability initiatives | Manage key supplier | partner | and outsourcing relationships | Oversee risk management | business continuity | and insurance | Report operational performance | cost base | and risk to the board,Owns operations strategy; team; and performance at company level. Partners with the CEO on scaling; efficiency; and business continuity across all operational functions.,,,,,
J-OPS-06,Warehouse Manager,Operations,"Team leadership and development (req 4, Core); Process improvement (req 4, Core); Project management (req 3, Adjacent); Data-driven decision making (req 3, Adjacent); Budget and resource management (req 3, Core); Risk and compliance management (req 3, Core); Performance management (req 3, Leadership); Stakeholder management (req 3, Leadership)",4,4,2,People Manager,Manage warehouse operations and team | Optimise inbound/outbound flow | Own stock accuracy | Ensure safety | Improve efficiency,"Runs warehouse operations — inbound, storage, picking and dispatch — with a focus on safety and efficiency.",,,,,
J-OPS-07,Supply Chain Manager,Operations,"Team leadership and development (req 4, Core); Process improvement (req 4, Core); Project management (req 3, Adjacent); Data-driven decision making (req 3, Adjacent); Budget and resource management (req 3, Core); Risk and compliance management (req 3, Core); Performance management (req 3, Leadership); Stakeholder management (req 3, Leadership)",4,4,2,People Manager,Own supply and demand planning | Optimise logistics and inventory | Manage S&OP | Balance cost and service | Lead improvement,"Owns end-to-end supply chain — planning, procurement flow, logistics and inventory — balancing cost and service.",,,,,
J-PRD-01,Associate Product Manager,Product,"Data analysis and visualisation (req 2, Adjacent); Stakeholder management (req 2, Adjacent); Data-driven decision making (req 2, Adjacent); Project management (req 2, Core); Written and verbal communication (req 2, Core); Requirements analysis (req 2, Core)",2,3,0,Individual Contributor,Write user stories | acceptance criteria | and detailed specifications | Support user research | usability testing | and customer interviews | Maintain and prioritise the product backlog in collaboration with engineering | Track feature delivery and report on sprint and release progress | Synthesise customer feedback | NPS | and support data into product insights | Coordinate across engineering | design | and stakeholders to remove blockers,Supports product discovery and delivery under senior PM guidance. Runs user research; writes specs; and keeps the backlog healthy as the foundation for product craft.,,,,,
J-PRD-02,Product Manager,Product,"Data-driven decision making (req 4, Core); Data analysis and visualisation (req 3, Adjacent); Go-to-market planning (req 3, Core); Stakeholder management (req 3, Core); Requirements analysis (req 3, Core)",4,4,0,None — cross-functional leadership without direct reports,Own the product roadmap and quarterly OKRs for assigned product areas | Lead discovery: customer interviews | data analysis | market research | competitive benchmarking | Define and track product success metrics | KPIs | and business outcomes | Align cross-functional teams (engineering | design | marketing | sales | CS) around shared priorities | Make clear prioritisation decisions and communicate trade-offs | Plan and execute go-to-market with marketing and sales,Defines product direction for one or more areas; prioritises the roadmap; and aligns the organisation around user and business outcomes. Owns the product from discovery through launch and iteration.,,,,,
J-PRD-03,Senior Product Manager,Product,"Go-to-market planning (req 4, Core); Strategic planning (req 4, Core); Stakeholder management (req 4, Core); Data-driven decision making (req 4, Core); Pricing and monetisation (req 3, Adjacent); Board and executive advisory (req 3, Adjacent); Performance management (req 3, Leadership); Coaching and mentoring (req 3, Leadership)",4,4,2,Informal lead — mentors PMs; may manage 1–2 directly,Define strategy | vision | and success for a major product area | Own key business metrics (ARR | retention | activation) for the product area | Mentor and develop junior and mid-level PMs | Lead cross-portfolio initiatives requiring alignment across teams | Drive build-vs-buy | make-or-partner decisions | Represent product at executive and board level for your area,Leads a strategic product area end-to-end; mentors product managers; and shapes the product strategy across the portfolio. The senior individual contributor or emerging PM lead.,,,,,
J-PRD-04,Head of Product,Product,"Team leadership and development (req 5, Core); Strategic planning (req 5, Core); Budget and resource management (req 5, Leadership); Data-driven decision making (req 4, Adjacent); Go-to-market planning (req 4, Core); Board and executive advisory (req 4, Core); Performance management (req 4, Leadership)",5,4,2,Executive — leads full product management function,Define and own the multi-year product vision and strategy | Build | develop | and lead the product management function | Own the product portfolio investment | sequencing | and trade-offs at company level | Partner with CEO and board on product direction and market positioning | Drive product culture | hiring standards | and ways of working | Own product performance metrics | revenue contribution | and NPS at portfolio level,Sets product vision and strategy across the portfolio; leads the product team; and owns the commercial link between company ambition and what gets built.,,,,,
J-PRD-05,Product Designer,Product,"Data analysis and visualisation (req 2, Adjacent); Stakeholder management (req 2, Adjacent); Data-driven decision making (req 2, Adjacent); Project management (req 2, Core); Written and verbal communication (req 2, Core); Requirements analysis (req 2, Core)",2,3,0,Individual Contributor,"Run user research and usability testing | Design flows, wireframes and high-fidelity UI | Build and maintain the design system | Partner with product and engineering on delivery | Advocate for accessibility and UX quality","Designs intuitive, accessible product experiences end to end — from user research and flows to high-fidelity UI — in close partnership with product and engineering.",,,,,
J-PRD-06,Senior Product Designer,Product,"Data analysis and visualisation (req 2, Adjacent); Stakeholder management (req 2, Adjacent); Data-driven decision making (req 2, Adjacent); Project management (req 2, Core); Written and verbal communication (req 2, Core); Requirements analysis (req 2, Core)",2,3,0,Individual Contributor,Lead product design end to end | Drive research and validation | Own the design system | Mentor designers | Raise design quality,Leads design on complex product areas — from research to polished UI — and lifts design quality and the system.,,,,,
J-PRD-07,UX Researcher,Product,"Data analysis and visualisation (req 2, Adjacent); Stakeholder management (req 2, Adjacent); Data-driven decision making (req 2, Adjacent); Project management (req 2, Core); Written and verbal communication (req 2, Core); Requirements analysis (req 2, Core)",2,3,0,Individual Contributor,Plan and run user research | Recruit and interview users | Synthesise insight | Share findings | Shape product decisions,Plans and runs user research — qualitative and quantitative — turning insight into product decisions.,,,,,
J-PRO-01,Buyer,Procurement,"Excel and spreadsheet modelling (req 3, Core); Bookkeeping and ledger management (req 3, Core); Financial reporting (req 3, Core); Tax compliance (req 3, Core); Audit coordination (req 2, Adjacent); Data-driven decision making (req 2, Adjacent)",3,4,0,Individual Contributor,Place and track purchase orders | Source and compare suppliers | Negotiate basic terms | Maintain supplier data | Resolve delivery issues,Buys goods and services against requirements; places orders and manages suppliers day to day.,,,,,
J-PRO-02,Procurement Specialist,Procurement,"Excel and spreadsheet modelling (req 4, Core); Power BI or Tableau (req 3, Adjacent); Data-driven decision making (req 3, Adjacent); Budgeting and financial planning (req 3, Core); Financial modelling (req 3, Core); Management accounting (req 3, Core); Stakeholder management (req 2, Adjacent)",4,4,0,Individual Contributor,Run sourcing and tenders | Negotiate contracts | Manage supplier performance | Deliver savings | Ensure compliance,"Runs sourcing and procurement for a category or area; drives value, quality and supplier performance.",,,,,
J-PRO-03,Category Manager,Procurement,"Commercial negotiation (req 4, Core); Business development (req 4, Core); Go-to-market planning (req 4, Core); Stakeholder management (req 4, Core); Tender and bid management (req 3, Adjacent); Strategic planning (req 3, Adjacent); Data-driven decision making (req 3, Adjacent)",4,4,0,People Manager,Own category strategy | Run sourcing events | Manage key suppliers | Deliver category savings | Partner with stakeholders,"Owns a spend category end to end — strategy, sourcing and supplier relationships — to maximise value.",,,,,
J-PRO-04,Procurement Manager,Procurement,"Team leadership and development (req 4, Core); Process improvement (req 4, Core); Project management (req 3, Adjacent); Data-driven decision making (req 3, Adjacent); Budget and resource management (req 3, Core); Risk and compliance management (req 3, Core); Performance management (req 3, Leadership); Stakeholder management (req 3, Leadership)",4,4,2,People Manager,Lead the procurement team | Own supplier and savings strategy | Manage contracts and risk | Ensure compliance | Report to leadership,"Leads procurement operations and the buying team; owns supplier strategy, savings and compliance.",,,,,
J-PRO-05,Head of Procurement,Procurement,"Strategic planning (req 5, Core); Budget and resource management (req 5, Core); Board and executive advisory (req 4, Adjacent); Process improvement (req 4, Adjacent); Team leadership and development (req 4, Core); Risk and compliance management (req 4, Core); Change management (req 4, Leadership); Organisational design (req 4, Leadership)",5,4,2,People Manager,Set procurement strategy | Own total spend and savings | Manage supplier risk | Build the procurement team | Advise the board,"Owns procurement strategy across the company; accountable for spend, savings, risk and the function.",,,,,
J-SAL-01,Sales Development Representative,Sales,"Written and verbal communication (req 3, Core); Stakeholder management (req 2, Adjacent); Sales prospecting and pipeline (req 2, Core); Problem structuring and solving (req 2, Core); Data-driven decision making (req 1, Adjacent)",3,3,0,Individual Contributor,Research | identify | and build targeted account and contact lists aligned to ICP | Execute multi-channel outbound sequences (email | phone | LinkedIn | video) | Qualify inbound and outbound leads against defined ICP and BANT criteria | Book qualified discovery meetings for account executives | Maintain accurate CRM data and pipeline records | Report on outreach activity | conversion rates | and pipeline contribution,Generates commercial pipeline through outbound prospecting; lead qualification; and appointment-setting. The engine of top-of-funnel activity and the first commercial voice of the company.,,,,,
J-SAL-02,Account Manager,Sales,"Account management (req 3, Core); Commercial negotiation (req 3, Core); Stakeholder management (req 3, Core); Written and verbal communication (req 3, Core); Revenue forecasting (req 2, Adjacent); Data-driven decision making (req 2, Adjacent)",3,4,0,Individual Contributor,Own a defined portfolio of accounts and annual revenue retention and growth targets | Build and maintain multi-threaded senior client relationships | Drive renewal | upsell | and cross-sell conversations within the portfolio | Prepare and deliver account reviews | business reviews | and QBRs | Identify churn risk and expansion opportunities early and act on them | Collaborate with delivery | product | support | and CS teams to ensure customer satisfaction,Manages a portfolio of client accounts; owns commercial relationships; and drives renewal and growth within existing customers. The connective tissue between the company and its customer base.,,,,,
J-SAL-03,Senior Account Manager,Sales,"Account management (req 4, Core); Commercial negotiation (req 4, Core); Stakeholder management (req 4, Core); Pricing and monetisation (req 3, Adjacent); Data-driven decision making (req 3, Adjacent); Revenue forecasting (req 3, Core); Coaching and mentoring (req 3, Leadership)",4,4,1,Informal lead — coaches and mentors account managers,Own and grow a portfolio of strategic or enterprise accounts (typically €500k+ ARR) | Lead complex | multi-stakeholder commercial negotiations and renewals | Build executive-level sponsor relationships in strategic accounts | Develop account plans and long-range growth strategies | Mentor account managers and share best commercial practice | Contribute to sales strategy | territory design | and competitive intelligence,Owns complex or strategic accounts; leads high-stakes renewal negotiations; and mentors account managers. The standard-bearer for commercial excellence in the team.,,,,,
J-SAL-04,Business Development Manager,Sales,"Commercial negotiation (req 4, Core); Business development (req 4, Core); Go-to-market planning (req 4, Core); Stakeholder management (req 4, Core); Tender and bid management (req 3, Adjacent); Strategic planning (req 3, Adjacent); Data-driven decision making (req 3, Adjacent)",4,4,0,Individual Contributor,Identify | research | and develop new business opportunities | market segments | and use cases | Build and manage strategic alliances | partnership agreements | and channel relationships | Lead RFP | tender | and bid responses end-to-end | Develop and execute go-to-market strategy for new products | verticals | or geographies | Represent the company at industry events | conferences | and roundtables | Report pipeline | market intelligence | and partner performance to leadership,Opens new markets; builds strategic partnerships; and constructs the commercial pipeline in white-space territory. Combines entrepreneurial instinct with structured commercial execution.,,,,,
J-SAL-05,Head of Sales,Sales,"Revenue forecasting (req 5, Core); Board and executive advisory (req 4, Adjacent); Budget and resource management (req 4, Adjacent); Go-to-market planning (req 4, Core); Team leadership and development (req 4, Core); Strategic planning (req 4, Core); Performance management (req 4, Leadership)",5,4,1,Department head — leads full sales team,Own the annual and quarterly revenue targets and sales forecast accuracy | Build | develop | and manage the sales team — from SDRs to senior AEs | Define go-to-market strategy | territory segmentation | and sales methodology | Drive sales enablement | onboarding | and coaching programmes | Report commercial performance | pipeline health | and market intelligence to the board | Partner with marketing | product | finance | and CS on the commercial flywheel,Leads the sales team and owns the revenue number; go-to-market strategy; forecasting; and commercial culture. The bridge between company ambition and commercial execution.,,,,,
